                  Proc                 Proc ['P1,30 82 109 107']
                  from                 from ['P5,945 425 1114 489']
                   the                  the ['P5,1164 426 1273 489']
            Cenomanian           Cenomanian ['P5,1325 426 1768 490']
                    of                   of ['P5,1818 426 1897 490']
                 North                North ['P5,1939 427 2148 490']
               America              America ['P5,20 513 321 578']
                     (                    ( ['P5,350 515 477 589']
                    17                   17 ['P5,350 515 477 589']
                     ,                    , ['P5,350 515 477 589']
                    18                   18 ['P5,514 516 636 590']
                     )                    ) ['P5,514 516 636 590']
                     .                    . ['P5,514 516 636 590']
          Nevertheless         Nevertheless ['P5,672 515 1160 590']
                     ,                    , ['P5,672 515 1160 590']
                   the                  the ['P5,1193 516 1303 579']
                  most                 most ['P5,1335 523 1507 580']
          parsimonious         parsimonious ['P5,1534 515 2008 594']
X          explanation         ex-planation ['P5,2040 534 2148 580', 'P5,18 605 346 682']
                   for                  for ['P5,371 605 476 669']
                   the                  the ['P5,500 606 609 669']
             character            character ['P5,637 606 972 670']
          distribution         distribution ['P5,996 606 1406 670']
                  seen                 seen ['P5,1435 625 1591 670']
                    in                   in ['P5,1618 606 1684 670']
                  this                 this ['P5,1712 606 1838 670']
                 taxon                taxon ['P5,1867 614 2065 672']
                    is                   is ['P5,2091 607 2146 672']
                   the                  the ['P5,18 693 127 757']
            hypothesis           hypothesis ['P5,153 693 531 772']
                  that                 that ['P5,557 695 695 758']
                   the                  the ['P5,719 695 828 758']
             marsupial            marsupial ['P5,856 695 1201 774']
            postcanine           postcanine ['P5,1225 695 1607 774']
                dental               dental ['P5,1633 695 1851 760']
               formula              formula ['P5,1874 695 2150 760']
                    of                   of ['P5,18 784 96 848']
                 three                three ['P5,130 785 310 848']
             premolars            premolars ['P5,351 786 706 863']
                   and                  and ['P5,749 786 876 849']
                  four                 four ['P5,918 786 1068 850']
                molars               molars ['P5,1108 786 1345 850']
               evolved              evolved ['P5,1390 787 1669 850']
                 prior                prior ['P5,1711 787 1887 865']
                    to                   to ['P5,1926 794 1996 851']
                   the                  the ['P5,2038 787 2146 850']
              hallmark             hallmark ['P5,18 874 327 938']
        distinguishing       distinguishing ['P5,351 874 839 953']
             character            character ['P5,864 876 1198 939']
                    of                   of ['P5,1221 875 1299 939']
                   the                  the ['P5,1316 876 1426 940']
                 group                group ['P5,1451 894 1679 955']
                     ,                    , ['P5,1451 894 1679 955']
                   the                  the ['P5,1708 877 1817 940']
              twinning             twinning ['P5,1842 875 2148 954']
                    of                   of ['P5,17 964 95 1028']
           hypoconulid          hypoconulid ['P5,125 965 562 1043']
                  with                 with ['P5,601 965 755 1029']
             entoconid            entoconid ['P5,794 965 1164 1030']
                     .                    . ['P5,794 965 1164 1030']
                 Close                Close ['P5,1210 966 1407 1030']
            apposition           apposition ['P5,1448 966 1815 1045']
                    of                   of ['P5,1855 967 1932 1030']
                 these                these ['P5,1962 967 2146 1030']
                 cusps                cusps ['P5,17 1071 213 1130']
                    is                   is ['P5,247 1052 303 1116']
          hypothesized         hypothesized ['P5,339 1053 807 1131']
                    to                   to ['P5,841 1063 910 1117']
